,Sentence,encoded_label
6503,슷.  여기가 좀 약해. 옛날에 다쳐서... 아아아...,4
6504,에라이 천하에 둘도없는 후ㄹ ㅐ아들뇬아,1
6505,따돌림 사건을 보고 머리가 마비된 것 같아.,3
6506,에? 27점이요?,0
6507,강변은 다니다보면...4차로로.....,0
6508,대학입시 수능시험이 백 일도 안 남아서 초조해.,2
6509,런닝맨 망함????,0
6510,두 달 지났는데 아직도 생각이 나.,3
6511,아빠한테서 내 자식이 아니었으면 차라리 나았겠다는 말을 들었어.,3
6512,그럼 그 교수님은 여전히 사장님의 집안 내력에 대해선 모르시는 건가요?,0
6513,그거 알면 너는 죽어.,4
6514,기획안 다시 만들려면 오늘도 야근해야 될 거 같애. 퇴근은 일찍 못해.,3
6515,이번에 며느리가 손자를 낳았는데 보고 싶어도 내가 이렇게 입원해 있으니 아쉽네.,3
6516,하는 프로젝트도 잘 안 되고 정말 짜증만 나.,1
6517,응. 다 끝나서 너무 홀가분해. 이제 놀러다니면 될 것 같아.,5
6518,친구한테 먼저 의논해주면 좋았을텐데. ,4
6519,저도 운전하며 생명의 위협을 느낄 권리는 없네요,6
6520,근혜가 알바 많이풀었네~,6
6521,학교에서 조별 과제를 하게 됐는데 다들 이런저런 일 있다고 빠져버렸어. 그럼 과제는 나 혼자 다 하라는 거야 뭐야?,1
6522,전면 백지화해. .,4
6523, 오빠 강아지 좋아하세요?,0
6524,보아 연기 진짜 잘한다고요ㅠㅠ,5
6525,헛구역질도 하고.....,2
6526,4일밖에안됬는데 정말 미치겠습니다,3
6527,"야, 왜 쟤네들까지 와 있는 건데……",4
6528, 완전 아이들이 좋아하네요,5
6529,8기가에 다넣을순없고 ㅠㅠ,3
6530,소농민 공잡으면 기본 3~4명은 붙더라,0
6531,알아보란 건 어떻게 됐어?,4
6532,네- 지금 막 먹고 오는 중이예요. 왜 부르셨어요?,4
6533,같이 살던 친구가 몰래 방을 내놓고 보증금을 가지고 잠수 탔어. 잡을 수 있을까 불안해.,2
6534,맞아. 우리 화장실은 환풍기가 없어.,1
6535,하나 뿐인 내 자식이 독립을 하고 싶어하는데 너무 서운해.,3
6536,나는 가족들이랑 사이가 좋지 않아. 가족들에게 상처를 너무 많이 받아서 이제는 익숙해질 지경이야.,3
6537,근데 메시 국대에 언제 복귀했나요??,0
6538,아 늦은 주제에 무슨 말이 그렇게 많아! 묻지도 말고 따지지도 말고 하라면 군소리 말고 해! 아 빨리~!!,1
6539,어떻게 알았어? 딱 맞았어. 나 상사한테 완전 털렸어.,1
6540,그 사람 괜찮을까요..?,2
6541,갑자기 아파서 병원에 데려갔어.,3
6542,정말 저런 여동생이나 아니면 ㅊ니구라도 있었으면 좋겠따 ㅠ0,3
6543,빨랑 애 데리구 가!!,1
6544,어. 정말 좋은 생각인 거 같아요! 왜 그 생각을 못 했을까요?,1
6545,너무 많은 일 때문에 매일 야근해서 힘들고 지친데 새로운 업무를 준다고 하니까 내가 그 일들을 다 소화시킬 수 있을 지 걱정이야.,3
6546,준비해야겠지.,4
6547,"글쎄, 딱 한번 해본 것 같기도 해.",4
6548,"보고 싶어서 왔었다고, 그날 왜 말 안했어요. 그게 무슨 대단한 감정이라고. ",4
6549,고마워. 다시 열심히 해야겠다.,5
6550,"솔직히 별로 안 싫어. 적응된 것 같아. 야, 여기 되게 멋지다. 언제 한번 같이 갈까? ",5
6551, 이딴 음악 흐르는데 이거 해킹임?,2
6552,과연 그 대답이 적합한 대답일까요?,1
6553,그럴 줄 알았어. ,4
6554,벙어리가어때서 ㅡㅡ,1
6555,생명엔 지장없고 대신 병원에 일주일간이나 입원해 계셔야 된대.,4
6556,"아니요, 아직 준비 못했어요. 카메라는 친구에게서 빌릴 거예요.",4
6557,출산 후에 망가진 내 몸매를 보면 답답해.,1
6558,이번엔 성과금을 많이 받을 거로 생각했는데 별로 안 들어왔어.,3
6559,열심히 살아왔다고 생각하지만 주변을 둘러보면 내가 가장 고생한 것 같아 억울해.,3
6560,"아니요, 없어요.",4
6561,친구들이 산악 모임에 나오라고 하는데 전에 등산을 하다가 팔이 한 번 부러진 뒤로 불안해.,2
6562,"전에 그 후배들 있지, 걔들이 내일 산에 가재잖아. 근데 내일 내가 근무거든? 좀 바꿔주라. ",4
6563, 항상 고마워요,5
6564, 이게 무슨!?,0
6565,남자친구한테 드디어 프러포즈를 받았어!,5
6566,"실수로 물 한 번 먹었다가, 진짜 죽을 뻔 했어. ",4
6567,죄송한 얼굴 치곤 별로 안 죄송해 보이네요.,1
6568,마침 있었네. 빨리 짐싸 나가세요. 여기 오늘 아침부터 철거들어갑니다.,4
6569,sk텔레콤 설현 포즈 아니냐?,0
6570,작은 중소기업에서 일을 하고 있는데 직원이 나 혼자야. 식사도 혼자 해야 하고 대화 상대도 없어.,0
6571,내가 먹는 관절 약이 다른 약이랑 섞일까 봐 불안해. 그래서 따로 거실에 빼뒀어.,2
6572,예술가는 예술로 사회를 이야기하고 지켜 나가야 할 책임이 있다고 말한 피카소처럼 선생님의처한 사회와 상황을 외면하지않겠다는 맹세에 존경을 표합니다,5
6573,남편 덕에 천만 원이나 요구하는 사기꾼한테 속지 않았지 뭐야.,5
6574,결혼 준비하면서 충격적인 사실을 알게 됐어.,3
6575,지금은 사랑하지 았는다고....,3
6576,조심해야 한다는 것을 들어서요,3
6577,술을 많이 마셔서 머리가 깨질 듯이 아프고 몸도 마비된 것 같이 말을 듣지 않아 너무 슬퍼.,3
6578,"으으으, 당신 미쳤어?",4
6579,단톡방에서 아는 지인이 추천해줘서 주식을 시작했어.,3
6580, 진짜 종횡무진하잖아,0
6581,왜 싫다는 건데? 이유가 뭐야?,4
6582,응.. 시원해... 진작 버릴 걸 그랬어.,4
6583,예. ,4
6584,친구들이랑 편하게 마음 터놓고 말한 지가 오래된 것 같아.,3
6585,아이가 아주 기억을 잘 하고 있더군요. 그럴 수밖에요. ,4
6586,회사에 신경질적인 상사가 많아서 옛날의 내 모습을 잃었어.,3
6587,린드블럼 그동안 고생했어요,5
6588,"야, 거기 안서!",4
6589,대선후보들은 외교부 내 친일파 척결 공약해라 윤병세 포함 외교부 내 친일파 간첩죄로 처벌해라,1
6590,의례적인 말이었습니다.,4
6591,내 친구를 계속 괴롭히는 애가 나에게 협박을 걸어와서 무서워.,3
6592,맞아. 슬럼프에 빠진 것 같애. 요즘 일도 바쁘고 힘들고 헤어나올 수가 없어.,3
6593,어제저녁에는 아이 문제로 아내와 다퉜어.,0
6594,근무 이 년 만에 드디어 내일부터 여름휴가를 떠나게 되어 설레고 기뻐!,5
6595,저는 요리를 잘하고 이야기를 재미있게 하는 사람이 좋아요. 그쪽은요?,4
6596,차 어때요? ,4
6597,네가 진짜로 바라는 거 내가 들어줄게. 네가 바라는 거 내가 다 들어줄게. 나는 너 좋아하니까.,3
6598,이제 곧 실습도 나가고 하는데 실습가면 실습가서 뭐하나요?ㅠㅠ,2
6599,그동안수고하셨고 감사드립니다,5
6600,무슨 운동하지?,4
6601,네네. 저희들이 목에 줄을 매서라도 기필코!,4
6602,어마~놀래라!,0
6603,매일 환기를 시키고 청소를 하는데 왜 곰팡이가 안 없어지지?,1
6604,오랜만에 친구들이랑 단풍 구경 가기로 했어. 가서 맛있는 음식도 먹고 기분전환 하고 올 거야. ,5
6605,가족을 위해 일하다가 너무 건강을 해친 것 같아.,3
6606,불안하고 아무것도 손에 안 잡히네.,2
6607,성적이 너무 잘 나와서 선생님이 어느 대학이든 고르라고 하셨어. 그래서 기분이 좋아.,5
6608,백내장으로 앞이 뿌옇게 보여서 생활에 불편함을 겪고있어.,2
6609,이제야 내 얼굴을 보네.,4
6610,사다 먹어봐야 겠다. 정말 고마워 알려줘서.,3
6611,"저기, 누구시죠?",4
6612,사귀는 동안 서로 성격이 너무 잘 맞아서 싸운 적이 한 번도 없었어.,4
6613,선생님이 친구가 내게 폭력을 저지르는 걸 장난으로 생각하시네.,3
6614,딴나라당에서 신천지ㄷ..,0
6615,남아공 마을의 주민들이 자신들에게 다른 기린들이 먹을 식량을 모두 먹어치워버리는 큰 기린을 사냥하도록 요청했다는 것이다.,4
6616,예. 걔.,4
6617,뽐거지들 레고로 재테크 하던데,6
6618,그런 건 아니었어. 그런데 다른 사람이 생긴 거 같더라.,3
6619,종북만 아니어도 문죄인이 가망있겠는데 종북이라서 ..,4
6620,너는 어제 그렇게 술 퍼마시고 아침부터 고기냐.,4
6621,니네..그러다 망한다.,2
6622,내가 99년에땃는데~~그때는쉬웠던줄아냐?,6
6623,그냥 있는 대로 말했는데? 진짜로 시시콜콜 끈질겨서 짜증났거든?,1
6624,조류독감 걸린 닭과 함께 묻으면 어떨까??,2
6625,마라톤 완주에 성공했어.,5
6626,나도 자네 온 줄 몰랐네. 촬영 펑크 내고 도망쳤다 그러던데 언제 돌아왔나?,4
6627,거기에 개인정보가 다 담긴 이력서인데...,2
6628,아직 말씀 못 드렸어.	,2
6629,"아니, 평소에 잘 싸우지 않았었어.",3
6630,연애도 결혼도 돈이 없으니 꿈도 꾸지 못하고 있어. 너무 불안하고 우울한 기분이야.,3
6631,수술 후 흉터가 너무 커서 밖에 나가기가 두려워.,0
6632,나이 먹고 혼자 사는 내 모습이 너무 부끄러워.,0
6633,요즘 내가 왜 사는지 모르겠어.,3
6634,높은분들은 디젤 안타서 그래요.,1
6635,아무래도 얼마 전에 버린 음식물 쓰레기인거 같애.,6
6636,주변 사람들의 도움으로 시험을 잘 봐서 너무 기뻐.,5
6637,케잌 없어? 단 거 먹고 싶어.,4
6638,직원들이 같이 점심을 먹는 게 불편할 것 같아서 나 혼자 먹는데 그게 외롭게 느껴져.,0
6639,그런 거 아니거든요. 그보다 어떻게 안 거냐고요…… 하는 짓이 은근히 무섭다고…….,4
6640,탄탄하던 우리 회사에서도 구조조정을 시행한다네. 충격이야.,3
6641,...하지만 저래서야 평소랑 같잖아.,4
6642,준비 정말 많이 했는데. 다른 회사 또 준비해야지. 걱정이다.,3
6643,"아니, 됐어. 그보다 쓰레받이 좀 들어줄래?",4
6644,네. ,4
6645,요즘 내 주변 사람들에게 실망감이 커.,3
6646,그래 알어. 엄마가 그럼 그걸 모를까봐?,4
6647,하 포체티노 김치테러 하고싶다 ㅡㅡ,6
6648,아니 뒤에.. 이거..아빠 계산기잖아. 이 녀석이.. 산수공부를 계산기 놓고 하는 녀석이 어딨어?,4
6649,"나 거기에 혼자 안있어요.  내가 거실에 있을 때, 그쪽은 주방에 있는 거 같고, 내가 방에 있을 때, 그쪽은 딸이랑 마당에 있는 거 같고... 나 거기 혼자 안있어요.",3
6650,나이가 드니 우울증이 생긴 것 같아. 당장 금전적인 문제가 해결돼도 이 슬픈 감정이 나아질 것 같지가 않아.,3
6651,보안손님이 산타클로스인가? 몰래와서 주사만 놓고 사라지게 ㅋㅋㅋㅋ,6
6652,용돈 좀 더 받고 싶은데 엄마는 맨날 뭐가 부족하냐 그러네 그래서 불만이야.,1
6653,"누나, 전화할게. 아, 너무 많이 들어갔네.",4
6654,오늘 차장이 그따위로 일할 거면 당장 회사를 그만두라고 하더군. 상처 되는 말이었어.,3
6655,두 달이 지났는데 아직도 자꾸 생각이 나.,3
6656,옹알이라도 한번 들어 보고 싶어서요.,4
6657,그래요. 너무 오래 갖고 있는 거 같아요. 빨리 좀 주세요. 예의가 아니잖아요. ,4
6658,밖에도 못나가는데 코로나가 언제 끝날지 모르겠어.,3
6659,포켓몬고 재밌음ㅋㅋㅋ,5
6660,나는. 잘 알던 오빠한테 반찬 좀 싸드린 것 밖에 없어. ,4
6661,드레스 이쁘다. 신부두 이쁘고 .,5
6662,크롬쓰자 빠르고 좋다,5
6663,차인지 한달째ㅜ,3
6664,이거 받아라.,4
6665,응. 늘고 있어. 정말 너무한 거 같애.,1
6666,우리 집 경비원 선생님들은 참 믿을 만해.,5
6667,아 부산에 건설회사 컨설팅 중이라서.. 세미나 있나?,4
6668,가족동반 촛불집회 하기좋은 날씨네요...........,4
6669,진짜 딜레마에 빠지고 있어. ,3
6670,애인과 다툴 때마다 이러다가 헤어지는 것은 아닐까 두려워.,2
6671,"아, 그, 그래……. 어? 그게 돼?",0
6672,노인이 되면 좋은 점도 있다네.,0
6673,어쨌든 널 다시 보니까 살 것 같다. 그 동안 왜 그렇게 지루하고 심심했나 했더니… 니가 없어서 그랬나봐.,4
6674,요즘 너무 피곤하지.,4
6675,응. 내가 봐도 괜찮은 거 같아. ,4
6676,거절...? 이사장님 뭐 돈 꿔달랬어요?,4
6677,항상 가족들 먼저 챙기느라 나한테 신경 쓰지 못했어.,3
6678,"그야 첫 사랑을 만난다던가 외국에 나가 히치하이킹으로 마지막 죽을 자리를 정한다던가, 아무튼 하고 싶은 게 있을 거 아냐.",4
6679,"화를 내봤는데, 똑같더라.",1
6680,나 요즘 따돌림 당하는데 선생님이 아무런 조치를 안취해줘.,2
6681,그렇게 물었다구요? 그래서요? 뭐라고 대답했습니까? ,0
6682,유치원원장이 국민과 대통령은 유치원생으로본거지,1
6683,피해 안보게 리콜해준데도 ㅈ라랄들이야,1
6684,얼마 빼돌릴려구?,1
6685,렌즈 불편해서 못끼겟음,1
6686,좀 이상하지? ,4
6687,생명을 함부로 먹는게 아무렇지 않냐,1
6688,어 좋은 거 같은데요? 알려주세요.,4
6689,구경하는 사람들이 너무 많아서 무슨 일인지 정확하게 알 수가 없었어.,4
6690,몇 달치 가불 좀 했어요.,4
6691,갑자기 상을 당한 직원이 회사에 복귀했어. 대하기가 조심스럽더라고.,2
6692,넥타이가 엄마가 사준 것뿐인데 면접 때마다 하고 있으면 시선이 신경 쓰여.,0
6693,"글쎄, 동아리 활동이려나? 난 테니스부거든. 너는 동아리 해?",4
6694,치매에 걸린 할머니가 나를 보더니 아빠라고 불러. 당황스러워.,0
6695,이번에 건강검진을 받았는데 검사 결과가 썩 좋지 않아서 짜증 나.,1
6696,너무 감사하다는 인사를 드립니다,5
6697,얼마 전에 남편이 폐암으로 세상을 떠난 뒤로 우울증이 점점 심해지고 있어.,3
6698,10만원?,0
6699,…지금?,0
6700,꼭 이유가 있어야 되나? 형이 싫어졌나보지.,4
6701,응. 했는데 안고쳐지더라.,1
6702,아마 선수일 거 같애 나는.,5
6703,고마워요. 이해해줘서 고마워요.,4
6704,쟤 그럼 너한테 배운 거니?,0
6705,집을 돼지우리로 만들어서 그래. 청소를 안해 청소를.,1
6706,아직 어린 여동생이 맨날 놀아 달라고 보채서 너무 성가셔.,1
6707,도대체 왜! 왜 우리한테 이래! 왜!,1
6708,그냥 그동안 지내온 시간 때문에 포기 못 하는 관계가 되어버린 것 같아.,3
6709,아니. 너랑은 이제 안하고 싶은데?,5
6710,그건 색이 별로 마음에 안 드는데 다른 건 없습니까?,4
6711,사업하겠다고 매번 내 돈을 빌리던 친동생과 연락을 끊었어.,0
6712,이것도 좋은 생각 같은데?,3
6713,그저께 밤에 갑자기 의식을 잃더라고. 그러더니 어제 눈을 못 떴어.,3
6714,왜요? 그거 아닌가요?,4
6715,"기획안 마저 다 해놓고, 퇴근할 수 있는지 물어봐야 되겠어. 너무 힘들어.",3
6716,처음에는 그냥 하다가 짤리거나 관둘려고 했는데..,3
6717,나이가 드니까 일을 구하기 힘들어. 그래서 나는 가족들에게 미안하고 자괴감이 들어.,3
6718,제 잘못이라 반박도 할수없었어요,3
6719,은퇴 후에 할 일이 없어서 그냥 집에 있는 중이야.,0
6720,요즘 들어 계속 설사 했는데 알고 보니 당뇨 약 부작용 때문이었어.,2
6721,응. 근데 이게 하루 이틀이어야지.,1
6722,오늘 집사람이 새로 산 아파트 잔금을 치르는 날인데 잘 했는지 연락이 안 오네.,2
6723,지금 집 근처 공원이야. 좀 걷고 있어.,4
6724,"얼른 일어나서, 같이 좀 나가요.",4
6725,이레서 지하철을 탈수가 있나?,1
6726,아빠는 엄마가 좋은데 엄마는 아니어서 이혼하신대. 너무 슬퍼서 눈물이 나.,3
6727,아티스트상 지코꺼아니냐,0
6728,며느리 덕분에 오랜만에 쇼핑을 했어.,5
6729,아 오늘 생일이네요 ㅋㅋ,5
6730,언제쩍 얘기를 이제 뉴스에 올리냐 뉴스가 아니라 헌스다,6
6731,넘어지시면서 허리를 다치신 것 외에는 다 괜찮으셔. 하지만 허리 때문에 당분간 병원에 계셔야 해.,4
6732,"으이, 정두 없어. ",4
6733, 뭐든 적당히가 좋은 법인데..,2
6734,고맙긴... 신셀 졌으면 갚아야죠. ,4
6735,오우 예 괄약근!!,5
6736,네. 할아버지 때부터 했으니까요.,4
6737,요즘 부쩍 체중이 늘어서 너무 신경질이 나.,1
6738,네. 약속이 있어서. 오늘 회사 안 갔어요?,4
6739,친구랑 연락이 되지 않고 있어. 무슨 일이 있는 건가 싶어 걱정이야.,2
6740,귀찮은 친구 때문에 너무 짜증 나.,1
6741,얼마 전에 너무 당황스러운 일이 있었어.,0
6742,아니 저.. 저번에 대표님이.. 선생님은 출판사 소속이니까 저도 출판사 소속이나 마찬가지라고..,4
6743,와... 돈더내고 쓰레기 사먹었네,1
6744,내 선물이 그렇게 궁금해? 나중에 꼭 보여줄게.,5
6745,지금 누구한테 하는 소리야? 생판 모르는 사람들을 끌어들이는 저런 계통의 일은 나한테 무리야. 그래서 저 사람이 진짜 대단하다고 생각해.,4
6746,터지면 나도 어떻게 될지 모르겠어.,1
6747,서울생활이 너무 답답해. 이사 가고 싶어.,1
6748,퇴근했더니 회사에서 또 전화가 왔어.,1
6749,이럴 바엔 퇴원이고 뭐고 병원에서 계속 지내는 게 낫겠어.,2
6750,"너, 역시 본모습 그대로 얘기하는 편이 훨씬 낫구만……. 축구부 주장도 그런 거 좋아할 거 같은데.",4
6751,잘됐다 시민여러분 저와함께 청와대불바다만들러갑시다~~~,4
6752,2미터라니 상상이 안가네,0
6753,내 기획안으로 제품을 출시한다면 대박 날 것 같아.,5
6754,"일단 깨기는 한것같아, 튜토리얼은 깬듯. 연습은 아직 안해봤고.",4
6755,아빠가 오늘 하신다고 준비 중이셔.,4
6756,업체 측 잘못으로 예식장이 예약이 잘못됐어.,0
6757,소녀는 개뿔..환갑이 낼 모렌 여자가 사춘기야 뭐야? 하는 짓마다 진짜 닭살 돋아서..아버지 진짜 이해가 안가. 그런 여자가 뭐가 좋다고..,4
6758,그래. 좋은 곳으로 갔겠지? 거기서는 안 아프겠지?,3
6759,태블릿이 어려운것도 아니고 숟가락올려놓듯 손가락만 살짝 움직이면 되는걸 뭘 사용을 한줄아네 모르네 그러고 있어 3살짜리도 해 ~,1
6760,크으....... 잘한다 특검!!!!!!!!!!!,5
6761, 다른놈은 물라도 배신자 싸가지없다,1
6762,내가 방해했니? 좀 있다가 들어올까? ,4
6763,알았어. 내일 친구들이랑 만나서 여행 계획도 좀 세우고 재미있게 놀 거야.,5
6764,불편하세요? 아까부터 말씀도 없으시고.,4
6765,요즘 연금이나 정부 보조금은 너무 적어. 먹고 살기도 힘들단 말이지.,3
6766,요즘 투자나 주식 등에 관심이 커져서 회사 일에 집중할 수가 없어. 그래서 괴로워.,3
6767,헤어진 지 한 달 정도 되었어.,4
6768,딸이 내가 씻지 않아서 몸에서 냄새가 난다고 생각해.,3
6769,전과 달리 이젠 퇴근하면 나를 기다려주는 아내랑 두 아이가 있어서 행복해.,5
6770,이봐요?,4
6771,집에 있으면 나만 외톨이가 된 것 같아.,3
6772,"여기, 상당히 험한 동네니까 조심하는 게 좋아. 총격 사건이 자주 일어난다고 했어.",4
6773,나 친구네 집 가서 공부해도 돼?,4
6774,어떻게 보내야 할까요 ㅠㅠ,2
6775,뭐 좋은 음악 있을까?,3
6776,건강하게 살고 있긴 하지만 생활비가 충분하지 않아서 걱정돼.,3
6777,"생명에는 지장이 없으신데, 맨날 술 먹고 반복되니까 이젠 어떻게 해야될지 모르겠어. 너무 화가 나.",1
6778,코로나 때문에 회사가 재택 근무 한대!,3
6779,그렇게 하는 게 좋을 것 같애.,4
6780,나만 보호자가 없어서 외롭다.,3
6781,브랜필 데려오겠네 사오자,4
6782,"아, 미안. 따가웠어?",0
6783,아..그럼 그 나쁜 사람?,4
6784,어제 조별 과제를 하는 날이었는데 내가 안 해도 다른 애들이 해줄 거 같아서 굳이 안 했어.,1
6785,인생은 육십부터라고 하니 앞으로 여생은 더 즐기면서 살아야겠어.,5
6786,너 지금 내가 사람인지 구미호인지 궁금하지 않아?,4
6787,들어 갈게요...,4
6788,저 자식 웨딩드레스에 성적으로 흥분하는 그런거 아닐까? 그거 뭐라 그러지. 스타킹 같은 거에 환장하는거...,4
6789,십 년 전에 교통사고를 당했는데 지금 아예 퇴행성이라서 큰 수술을 해야 한대.,3
6790,알았어. 그 분 찾아서 말씀 드려볼게.,4
6791,아 없어. 다들 나 일 시키기 바빠.,6
6792,참 아름다운 기사네요~신민아씨 화이팅,5
6793,"하아, 그런가요.",4
6794,무슨 안 좋은 일 있으세요?,4
6795,부러워요. 대표님 완전 로맨티스트신가 봐요 ,4
6796,이번 중간고사에서 수학 점수를 너무 낮게 받아서 부끄러워.,0
6797,아내와 아이들이 해외로 유학을 간 기간이 길어지는 만큼 사이가 더 서먹해지는 것 같아.,3
6798,뭔 헛소리?,4
6799,혹사의 기준이 무엇인가??,1
6800,게임 한판?,4
6801,아직 리포트는 조금 남긴 했는데 뭐 완전히 끝난 수준이지.,5
6802,오늘 친구한테 전화해서 상황이 너무 안 좋으니까 약속을 어떻게 할지 이야기 나눠봐야겠어.,4
6803,안자고 뭐해.,4
6804,너무 우울해. 엄마가 우리들 때문에 이혼을 참고 있대.,3
6805,"나도 잘 모르겠어. 이유라도 안다면 좋을텐데, 모르니까 더 슬퍼.",3
6806,저런 프로그램 말을 믿어요? ,0
6807, 지금 진짜 미치겠네요 ㅋㅋㅋㅋㅋㅋ,2
6808,오늘 생활기록부를 봤는데 감동했어.,5
6809,훈장대신 김재규 열사 처럼 총알장 수여가 필요하다.,4
6810, 자꾸 조급한 맘이 드는 건 뭐지요?,2
6811,식사 끝나가요. 밖에서 만나죠.,4
6812,인생을 고민하면서 욕실 청소?,4
6813,"으, 드러운 걸 봤어. 누가 화장실에 토해놓고 치우지를 않았어!",6
6814,선생님께 학교 폭력을 당했다고 말씀 드리니까 친구들끼리 하는 가벼운 말다툼으로 생각하셔.,3
6815,미국은들 다 쿨한줄알았더만 우리나라 저번 대선 끝나고 문재인이랑 하는짓이 똑같네,0
6816,요즘 대학생이 된 두 딸이 연락을 잘 안 해서 서운해.,3
6817,친구들이 노후 준비를 하고 있어서 은근히 나도 압박감이 들어.,2
6818,"점장은 다르지. 누구나 장점을 가지고 있다느니 저마다 다르다느니 가능성은 무한하다느니 하는 쓸데없는 소린않으니 말이야. 우리의 숙명을 이해하면서도 순수하게
 실리면 만을 고려한 설교라네. 하지만 그것은 소수파다. 대부분의 인간은 가능성이 무한 하다는 것이 사실은 어떤 의미인지 이해치 못하지. 자신이 타고 있는 배 뒤편에서 자신과는 정반대 방향으로 굉장한 힘으로 젓고 있는 인간이 있다는 사실따윈 상상을 못하는 거지. 그렇지 않나? 그쪽을 보고 있질 않으니 말이네.",4
6819,오늘 딸에게 충격적인 말을 들었어. 내가 죽었으면 좋겠다고 말하는 거야.,3
6820,왠지 이상한 냄새도 나는 것 같아요.,2
6821,"음, 그런가?",0
6822,난 몰라. 알아서 해. 이 봐! 가게 앞에서 차 빼!,1
6823,해피가 막 달려가서 사람들이 조금 놀라긴 했는데 다들 괜찮다고 했어.,0
6824,아직 이야기는 안 해봤어. 조금씩 늦을 때는 내가 참고 넘어갔었거든.,1
6825,여기까지 쫓아오냐?,0
6826,솔직히 대형교회는 집단이기주의 모임아닌가?,4
6827,여자친구랑 헤어졌어. 이제 이런 슬픔은 겪고 싶지가 않아.,3
6828,너 왜 이렇게 치사해졌어? ,4
6829,갖고 싶었던 향수를 받았어.,5
6830,결혼생활이 너무 힘들고 배신당한 기분이 들어. 남편이 바람피우는 걸 목격했거든.,3
6831,평소 쓰던 안경을 썼는데도 신문이 보이지 않아. 짜증이 나서 안경을 부숴 버렸어.,1
6832,가족들한테는 좀 손 벌리기 어려운 상황이야.,3
6833, 신기하다.,0
6834,정말루 종경스럽네요,5
6835,괜찮다. 괜찮아. 이렇게 잠깐 있으면 돼...,4
6836,짠~ 서방 주려구 초콜릿 만들었다? ,4
6837,힘들게 취업하였는데 업무가 많다 보니 야근을 자주 하게 되어 몸과 마음이 너무 힘들어.,2
6838,다행히 우리집은 안잠겼어. 그리고 난 괜찮아.,2
6839,새로운 사람과 만나서 이야기를 시작하는 것이 어려울 때가 많아.,0
6840,항상 전교 일등만 했는데 수능을 망쳤어.,3
6841,청년들 시름소리가 하늘을 찌르는구나,1
6842,어차피 오락실 업주는 구속된 상태구. 형은 상습 도박이 아니어서… 무리한 것도 아니래. 아빠가 신경 쓰지 말랬어.,4
6843,면접에서 계속 탈락하다 보니 취업 준비가 혐오스러워.,0
6844,집에 밥 두고 왜 나가냐는 데 어쩌니?,3
6845,날씨가 선선해지는데 폐렴이나 환절기 예방 주사 맞아야 한다고 친구들이 그러던데.,2
6846,사진은 깜빡해서 못 찍었어.,6
6847,조만간에 니네들이 반드시 천벌을 받을 것이고 망 할것이다~!!,1
6848,예전에는 그러지 않았거든. 최근 들어서 갑자기 늦기 시작하더라구.,1
6849,동생이 나와 거리를 두고 있어서 너무 속상해.,1
6850,삼십 년 공직 생활이 다음 달이면 끝나. 그런데 실감이 잘 안 나네.,0
6851,아니면.. 그 집에서 아주 나온거야?,4
6852,정확한 건 알 수가 없었지만 사람들이 싸워서 경찰들이 왔다고 하더라고.,4
6853,어버이연합먼저 없애야죠,6
6854,숙제 다 했어?,4
6855,아니. 사실 아는 사람이 추천해줘서 한 건데 좀 손해보고 있어.,3
6856,실내 체육센터에서 내 나이를 말했더니 다들 놀라길래 신이 났어.,5
6857,아마도 그렇겠지. 사람들도 진짜 너무하다. 어떻게 자기껄 안치우고 그냥 갈수가 있지?,1
6858,우리 아빠 어제 또 다쳤어.,4
6859,취업이 몇 년째 되지 않아. 난 사회에서 버려진 걸까?,3
6860,결혼식이 있는데 안 갈 수도 없고.,3
6861,어떻게 이럴 수 있지? 나만 쏙 빼고 박 과장만 차장으로 승진이 됐어.,3
6862,솔직히 공익 부러워서 까는거다,4
6863,나이가 많아지니 대인관계 경험이 쌓이며 여유가 생기고 느긋해졌어.,5
6864,남편과 결혼한 것을 후회해.,3
6865,맹박이 뽑은 느낌으로 트럼프를 뽑았겠지....수십년 아니 수백년을 후회할지도...,6
6866,피해자의 입장에서 생각해도 그렇게 말할 수 있을까요? 피해자들을 위해서라도 처벌은 강화되어야 합니다.,4
6867,그 날이 내 선수시절 마지막 경기였다.,3
6868,"슈아!생일축하해 ,,",5
6869,요즘은 나 혼자 살기도 힘들어서 연애도 결혼도 점점 하고 싶지 않아.,3
6870,수고는요. 성적이 쭉쭉 안올라서 죄송하죠.,4
6871,아니. 3년 동안 싸움 한 번 안 했어.,4
6872,그냥 하도 따라다니니까 아주 조금 정들었을 뿐이에요. 그리고 전 원래 어린애보단 성숙한 여인이 취향이라고요.,4
6873,둘째 키가 자라지 않아 걱정이야. 사춘기가 지나면 키가 안 큰다고 하잖아.,2
6874,당연히 알고 있지.,4
6875,"어떻게 알수 있어? 사랑인지 아닌지... 어떡하면 알수 있는거야? 설레인다구 다 사랑은 아니잖아, 보고싶다구 다 사랑은 아니잖아.. 누가 금 그어놓고 자, 여기서부터 사랑 시작이다! 정해놓은것두 아니구.. ",1
6876,오늘 우리 반에서 일어나던 학교폭력을 신고하고 왔어. 친구를 이런 식으로 도왔다는 사실이 너무 만족스러워.,5
6877,강퇴해라 걍ㅡ 강제은퇴,6
6878,엄마 아빠가 다툰 이후로 집안엔 고요함만 맴돌아.,3
