,Sentence,encoded_label
6728,운동을 하고 나면 온몸이 상쾌해지는 기분이야.,5
6729,그래요. 그럼. 운전 조심하구요. 괜히 딴 생각마요.,4
6730,눈치 보여서 나가서 쉴 수도 없어.,3
6731,며칠 전에 아프더니 갑자기 세상을 떠나드라고.,3
6732,"알았어. 먹고 싶은 만큼 실컷 먹어봐. 다 익었다. 바싹 잘 익었네. 자, 먹어. 왜? 못 먹겠어? 그만 갈까?",4
6733,비슷한 일본은 나오는데?,0
6734,아들에게 백만 원을 어버이날 선물로 받았어.,5
6735,"너는 나이 차이가 별거 아니라고 생각하겠지만, 그렇지 않아.",4
6736,놔! 아..아퍼..아..내 눈..,3
6737,난 실제로 들었다고 생각했는데 그게 천둥 소리였어.,0
6738,없는 뒷구멍을 만들어 대학에 들어갔는데 죄가 아니라니?,1
6739,직장 스트레스로 혼란스러워.,2
6740,"호오. 치우친다고 함은 참조해야할 기준이 있다는 말이로군. 그러면 그 근거를 포함해서 비교대상이 되는 영양표준인지 뭔지를 들려주겠나. 말해두겠는데 10년 이상
 콜라로 생활해온 내게 다수파의 싸구려 같은 원리적 의견을 들고 나왔다간 두 번 다시 입도 뻥긋 못 할 만큼 철저히 논파해줄 테니 그리 알도록.",4
6741,오늘 얘기해야지.,3
6742,병원을 갔다 왔는데 마음에 안 들어. 무릎이 안 나아지는 것 같아.,1
6743,아직까지 마음이 조금 잡기가 힘드네요!,3
6744,"아니, 요새 유튜버들 뒷광고 때문에 줄줄이 다 사과 영상 올리잖아. 이번에 내가 좋아하는 유튜버도 그렇게 됐어.",1
6745,요새는 마음이 초조하지 않고 여유로워.,5
6746,내가 너무 가난해서 고민이야. 너무 괴로워.,3
6747,읭? 의외로 1차토론때보다 트럼프가 많이 따라잡은거같은데?,0
6748,친구에게 비밀을 털어놓았는데 혹시나 다른 사람들한테 알려질까 봐 불안해.,2
6749, 일본은 죽을만큼 싫지만 너무비교된다,1
6750,아빠가 다쳐서 엄마가 일하셔야 한대. 엄마가 많이 걱정돼.,2
6751,내 친구가 음주운전 차량에 사고를 당해서 크게 다쳤어. 너무 걱정되고 화나.,1
6752,너 엄마랑 싸웠니?,4
6753,어떻게 써? 난 떠날 건데.,4
6754,친구들이 오랜만에 다 만나는 거라 어쩔 수 없어.,4
6755, 지금 많이 화나있거든.,1
6756,아버지는 사람들의 신뢰를 한 몸에 받는 사람이야. 그런데 내게는 늘 싸늘하게 대하셔서 너무 힘들어.,3
6757,아니요~뭐...,4
6758,3년 전에 만났었는데 그때는 정말 행복했는데.,3
6759,집에서도 왕따 현상이 일어나네.,3
6760,지가 정리할게 뭐 있어요.,6
6761,알코올 중독으로 입원을 해야 하는데 자식들에게 도움을 요청하기가 부끄러워.,0
6762,오늘 학교에서 친구들한테 맞았어.,2
6763,괜찮지 않아. 자다가 폭탄이 터지는 소리가 나는 거야.,0
6764,'이딴 기사쓰는 기레기 욕먹을 확률높아',6
6765,이번 동호회 대회에서 일등 했지 뭐야 컨디션도 안 좋았는데.,5
6766,다들 어딨어? 회의 시작했어?,4
6767,전 좀 춥네요.,4
6768,기분이 너무 좋지. 뛰는 동안에는 숨이 턱턱 막혀도.,5
6769,권력의 힘이 무섭구나...,2
6770,최재원데리고와라!,1
6771,아직 못했어. 여기저기 알아보는 중이야. 좋은 곳으로 보내줘야 하니까.,4
6772,"조금 다치긴 했는데, 이게 한 두 번이 아니라.",3
6773,우리 집이 가난하다고 반 애들이 나를 무시해. 가난한 게 잘못인 걸까?,3
6774,"야 갑자기는, 나만 재밌게 놀다보니까 니가 걸려서 그러지. ",4
6775,나 이제 따돌림에서 벗어났어! 너무 기뻐!,5
6776,그렇게 해야겠다.,1
6777,결승선에 도착하는 순간 힘든게 싹 잊혀지더라고.,5
6778,와 어떻게 해도 예뻐ㅠㅠㅠ,5
6779,나 향수. 써보고 싶던건데 개꿀.,5
6780,ㅋㅋㅋㅋ 미국답네.. 쟤네는 불도져로 밀어버리는거 좋아함.,4
6781,"아빠가 술을 너무 많이 드시니까 가족들이 아빠 건강이 걱정 돼서 술 좀 줄이라고 말을 했어. 그런데 우리 아빠는 말을 전혀 안 듣고, 술을 많이 드셔.",3
6782,짬짬이 만나서 대실해라~^^,4
6783,유명한 인플루언서가 하는 이벤트야!,5
6784,자식 키워봤자 아무 소용 없어. 너무 화가 나네.,1
6785,"친구를 기다린 지 한 시간 정도 됐는데, 아직 친구가 연락도 없고 올 생각을 안 해. 너무 지쳐 가.",1
6786,......니가????,0
6787,나 정말 보다 보다 그렇게 재수 없는 남자는 처음이라니까요.,1
6788,갑자기 목줄이 끊어졌어.,0
6789,저기에 북한 돼지새끼가 앉아서 피흘리고 있어야 하는데..에휴...어린 것이 너무 마음 아프다...ㅠ,3
6790,눈하나 깜짝안하고 거짓말이로구나 소오름,0
6791,할게 너무 많아. 영화도 보고 음악도 듣고 게임도 하고 두루두루 할게 많을 거 같아.,5
6792,예..그렇죠. 그렇긴 한데..,4
6793, 무서워요 어떢하죠0,2
6794,내가 좋아하는 사람이 내 친구를 좋아한다는데 내가 어쩌지 못해서 괴로워.,3
6795,해체는 없을지 몰라도 멤버는 바뀔수 있음,4
6796,이십 년 후 부부 적정생활비는 이백사십만 원 정도 혼자일 때의 적정생활비는 백팔십만 원 정도 들 것이라고 예상된다는 뉴스를 들었어.,2
6797,병원에 갔다와서 남편의 감시 속에 살고 있어. 진짜 너무 귀찮아.,1
6798,방향제로 하면 쓰레기 냄새랑 섞일까봐서 못 쓰고 있었어.,6
6799,몸도 좀 무기력한 것 같아.,3
6800,"아저씨, 술도 많이 드신거 같은데 그냥 집에나 가시죠?",4
6801,꼭벌받을꺼다,1
6802,응. 자주 그러는데 이럴 때마다 내가 왜 용서해주고 또 만나는지 모르겠어.,1
6803,안나가야지너무피곤하다12시간넘게일하고 지금들어옴,3
6804,오늘 면접 발표를 했는데 나 또 떨어졌어.,3
6805,맞아 맞아. 그 결승선에서 기분은 진짜 잊지 못 할 것 같아.,5
6806,"이제 나한테 너무 화가 나. 난 왜 항상, 이 모양일까.",3
6807,이모,4
6808,걱정마. 그래도 웬만한 감옥보다 훨씬 철저하니까.,4
6809,저기요... 저... 선생님이 말씀 좀 전해달라고...,4
6810,30분이지만 정말 간만에 푹 잠들었었거든. ,4
6811,힘들게 물 조사해...청와대가면 어청나올건데,4
6812, 이러다가 무릎뼈 다치는거 아닌가 모르겠어요;,2
6813,…만쥬 얘기?,4
6814,나라꼴이 이모양인데,6
6815,알고있어. 안 쓸게.,4
6816,아 짜증나! 그 미친 새끼는 왜 집에 안 가고 내 옆에 붙어서 지랄이지?,1
6817,저희가 잘 부탁드립니다!,4
6818,G5괜히샀어....,3
6819,거기는 너무 덥고 학교랑도 멀어서 다니기도 불편해.,4
6820,계획대로 되는 게 없어. 노후 준비도 그렇고 매월 생활비도 그렇고. 다 버려진 거 같아.,3
6821,친구들이 나를 괴롭혀서 화나.,3
6822,내가 간 경화라고? 이게 어떻게 된 거지?,0
6823,진짜 블랙핑크로 확정인겨...?,0
6824,했어? 그랬더니 뭐래? ,4
6825,그럼 누가 그려..?,1
6826,헌재화이팅,5
6827,나도 너무나 궁금한데 무슨 일인지 정확하게 알 수가 없었어.,4
6828,너 나름이지.,4
6829,아니.. 뭐 꿈꾸다가..,4
6830,이 집에 들어올 때 보증금을 같이 반반씩 냈거든. 내가 보증금 반을 물어줄 여력이 없어.,2
6831,감격이에요 ㅠㅠㅠㅠ,5
6832,3월달에 시작한 몬스터 아직도 하고 있네 ㄷㄷㄷ,0
6833,친구가 만나기로 한 약속이라 미루기는 좀 그래.,2
6834,"야, 지금 일이 문제야! 니 몸이,",4
6835,나는 지금 너무 행복해.,5
6836,내 몸이 아파도 돈이 별로 없으니 병원에 가지 않았어.,3
6837,그러..게요.,4
6838,홍수가 나서! 밖에 못 나간다니까?,2
6839,의사는 내가 병원에 입원하는 게 좋을 거라고 하는데 남은 돈이 없어 어떡해야 할지 모르겠어.,2
6840,내가 받지 못한 전화가 자살한 친구의 것이었대. 내가 전화를 받아서 위로해 줬다면 죽지 않았을지도 몰라.,3
6841,벌써 한 시간 넘게 기다렸어. 너무하지 않니?,1
6842,네가 뭘 하든 관심 없어. 나갈 거면 빨리 나가.,4
6843,에씨~ 가뜩이나 머리 나빠 죽겠구만...,1
6844,그래. 있다 집에서 보자.,4
6845,"그래, 알겠어. 얼마나 예쁘고 비싼 향순지 보여줄게.",5
6846,회사에서 갑자기 다들 나와 대화하는 걸 피해서 당황스러워.,0
6847,얼마 전에 회사에서 동료가 부탁했는데 들어줄 수 없는 상황이라 되게 당혹스러웠어.,2
6848,얼마나 하면 저렇게 칠 수 있어요? ,0
6849,선생님이 내가 따돌림 당하는 걸 보고도 모른 척 하셨어. 어떻게 그러실 수 있지?,3
6850,자전거 재밌죠?,4
6851,예약을 했는데 혹시 바다가 보이는 방으로 바꿀 수 있을까요?,4
6852,친구 중에 자꾸 툴툴대는 애가 있어서 고민이야.,1
6853,"그렇네……. 어떻게 해도 뒷맛은 쓰겠는걸. 하지만, 나 개인이 아니라도, 내 부가 꼴사납게 진다는 것도 마음에 안 드니까, 질 거라면 최소한 볼품 있게 져 줬으면 해.",4
6854,"아뇨, 정말 충분합니다.",4
6855,요새 일이 많아서 매일 야근하는 것도 힘든데 이번에 또 전화와서 새로운 업무를 주겠다는 거야! 너무 지치고 힘들어.,6
6856,요즘 남편 때문에 불안하고 속상해.,2
6857,"다들 내 눈치보는 거 아는데, 너까지 그럴 필요 없잖아.",4
6858,오빠. 나... 편한 옷으로 갈아입어도 돼?,4
6859,그런 음울한 소설을 좋아하는구나.,4
6860,처남이 나한테 병치레가 잦으니 미리 아내에게 집 명의를 이전해 두래. 정말 열 받아.,1
6861,우리 집은 왜 이렇게 가난한지 모르겠어. 나는 저축이 왜 힘든 거지.,3
6862,내 기분이 좋아질 만한 음악이 있어?,3
6863,그런데 왜 그렇게 얼굴이 발그스름한게 그러냐?,4
6864,알바 서러워 ..,3
6865,제가 직접가서 얘기를 해도되는지 모르겠어요,2
6866, 이러다가 평생노는거 아닌지 걱정됨 ㅠㅠ,3
6867,나는 집에서 이렇게 누워 있고 싶은데 아들네가 꼭 요양 병원에 가자고 하네.,1
6868,사귄지는 2년 됬고요ㅜㅜ,3
6869,그게 뭐? 애들 끼고 술 마신거? 니들도 같이 마셨잖아. ,4
6870,그런 건 아닌데 내가 얼마나 놀랐는데.,0
6871,죄송해요~,4
6872,박근혜가청와대에서안나오면우리가처들어간다~~~~빠루들고,6
6873,요즘티맵상태안좋아 10,6
6874,"에이그 사는게 뭔지… 그렇게 유학보낸다고 지 자식들이 다 잘 되는것두 아닌데,",3
6875,약속 장소를 옮겨보는 것도 좋은 방법인 것 같아!,4
6876,남편 생일이라서 챙겨줄려고 일찍 일어나서 미역국을 끓여줬는데 맛없다고 안 먹더라.,1
6877,수고? 너 아직 멀었구나? 재능이 없으면 노력을 해 것도 아니면 죽어라 발품을 팔던지.. 수고는 무슨…,1
6878,그래도 여권내고 비자 낼라 그랬으면 돈도 많이 들었을텐데. 돈이 있었어? ,4
6879,내 주변엔 왜 아무도 없을까? 이 상황이 너무 비참해.,3
6880,"신세한탄 하지말고, 짐이나 날러.",4
6881,"밥 먹자. 잘은 못하지만 내가 밥했어, 들어와.",4
6882,수영을 배우고 싶은데 물이 두려워.,2
6883,의사 선생님이 종양이 없어진 결과를 보여줬는데 너무 마음이 편해졌어.,5
6884,네에.. ,4
6885,왜일까... 왜 밤에는 잠이 안올까,3
6886,타인과 너무 깊은 관계를 만들어 봤자 모두 쓸모없어. 이런 현실이 슬픈 거 같아.,3
6887,우리 사이가 친구인지 연인인지 헷갈려서 서글퍼.,3
6888,"아, 정말. 왜 이렇게 사람들이 같이 쓰는 공용 화장실을 이렇게 지저분하게 쓰는 거지?",6
6889,놀라진 않았는데 기분이 나빠.,1
6890,자식들은 내가 오래 살 것처럼 생각하는지 나만 의지해.,3
6891,오늘 산부인과에 검진받으러 가는데 며느리가 같이 가준다 하는데 좀 부끄러워,0
6892,매덕스 때문에 이어진 사랑이 매덕스 때문에 헤어 졌네.,3
6893,국민연금이 고갈될 위기라는 기사가 자꾸 나오는데 걱정이야.,2
6894,다 젖으셨으니 이걸로 가리고 가십시오. 그럼.,4
6895,이건 쑥스러워하는 게 아냐! 전부 편리한 기억력 덕분이잖아. 성실하게 공부하고 있는 온 세상 사람들에게 사과해.,1
6896,알렉시스 산체스 3.5명 살돈으로 포그바를 사다니 미친 맹구..,0
6897,서랍 속에 항암제를 숨겨놨는데 아내가 찾는 게 있다고 서랍을 뒤지려고 해서 너무 당혹스러워.,2
6898,우리 아내는 나보다는 돈이 좋은가 봐. 내가 이직해서 연봉이 줄었다고 매일 잔소리하는 게 너무 싫어.,0
6899,이제 생각해보면 다리를 못 쓰는 아들 때문에 참 많은 걸 희생해온 것 같아.,3
6900,나도 친구분처럼 김영철 씨가 가장 웃기다고 생각했었는데 지금은 정말 멋있는 개그맨이 된듯,5
6901,설마 1981년 광주 처럼 내일 광화문에 되지는 않겠지,2
6902,당첨선물이 내가 갖고싶었던 향수라서 너무 마음에 들어.,5
6903,신호등을 건너는데 청년이 나를 부축해 준다고 한 걸 내가 측은하게 보일까 봐 거절했어.,0
6904,결혼을 신분상승의 기회로 삼는 친구를 욕했어.,1
6905,아 진짜 몰르겠어. 아 그만 둘까?,3
6906,고향 친구가 얼굴이 까맣기에 햇빛에 탄줄 알았더니 그게 아니었어.,3
6907,숨겨둔 아이예요?,0
6908,아니오. 전혀 모르는데요.,4
6909, 부럽다 이러고 돈받고,3
6910,노후준비를 잘하지 못해서 힘들어. 미리 준비 좀 할 걸 그랬나 봐.,3
6911,밤에 뭐 잔뜩 드셨어요? 왜 이렇게 무거워?,4
6912,내가 드디어 임신에 성공했어.,5
6913,수면부족으로 실신했는데 건강 이상무 라니ㅋㅋㄲㄱㄱㄱㄱ,0
6914,민재형님 고맙심더 다시와줘서,5
6915,어쩌지? 팀원들이 조별 과제에 참여를 안 해.,0
6916,이번에 산 주식은 확실히 오를 것 같아!,5
6917,아무래도 그게 좋겠어.,4
6918,...이 정도였어?,4
6919,당장 먹을 쌀이 얼마 남지 않았는데 돈이 없어서 걱정이 돼.,2
6920,그냥 제가 의미부여 하는 건가요,3
6921,나는 내가 앞으로 잘 될 거라고 믿어.,5
6922,역대 보여주신 코너들이 기억이 나더라고요,5
6923,"아! 우리 회사 진짜 미쳤나봐. 아 퇴근한 지 얼마나 됐다고, 또 전화야!",6
6924,아 진짜? 그러면 완전 고맙고.,3
6925,어떻게...?,0
6926,알았어 지금처럼 힘든 일 있으면 꼭 얘기 할게 나도 정말 고마워.	,4
6927,이런 데에서 뭐 해?,4
6928,이 짧은 문장을 읽고 그날 하루종일...전..27년이라는제 인생을 잠시 돌아봤답니다....^^a,5
6929,"뭐야, 그 자기완결은? 그런 타입의 사람이었어?",0
6930,"아, 이 안으로 굴러들어갔는데 내힘으로 못 꺼낸 거지. 봐봐, 이 반지도 찾고 동전도 이만큼이나 주웠다. 이거면 사이다 3개는 뽑겠다.",4
6931,친일파들을 죽여라~,6
6932,대리님도 내일 부장님 생일 파티에 올 거지요?,4
6933,딸이 나랑 말을 안 해서 날 싫어하는 줄 알았어.,5
6934,"나 저녁 약속 있어서 지금 밖인데, 만나기로 한 친구가 아직도 안 왔어. 지금 혼자 기다리고 있어.",3
6935,엄마랑 사이가 좋은가 보다.,4
6936,요즘 몸이 안 좋네. 자고 일어나도 개운하지 않고.,2
6937,부탁?,4
6938,"어, 그대로 있어.",4
6939,행사 일정 안내하고 물품 구입은 어떻게 됐어요?,4
6940,한 명뽑는데 내가 됐지 뭐야.,5
6941,나도 좋아하는 여자애 있다는게 더 고민요...0,2
6942,무슨 얘기를 하는 건지 잘 모르겠는데요..,0
6943,여자?,4
6944,낼 면접보기로 했는데...,2
6945,진짜 최악이지? 그대로 있어. 끔찍해!,6
6946,일베충이 다 말라 죽었음한다,6
6947,아들은 자기 앞가림도 제대로 못해서 자꾸 나보고 대출 좀 받아 달래. 어쩌려고 그러나.,2
6948,어벤져스는 갈수록 노잼인듯,6
6949,담뱃값은 일본 따라 가면서 이런건 안 따라하지?. . .,1
6950,비가 많이 오는줄도 모르고 잤다가 재난 문자를 못봤고 빠져나오지도 못한 거야.,2
6951,"근데 댜오위다오는 일부는 일본땅이고, 일부는 중국땅으로 알고 있었는데...",0
6952,"선생님, 앞으로 심심하시면요, 꼭 저를 부르세요.",4
6953,말씀드렸다시피 선생님께서 타고 계신 차가 도난 접수된 차량!,4
6954,정말 신나는 일이 있어.,5
6955,졸업 작품 완성도 때문에 고민이었는데 교수님이 도와주셔서 마무리가 잘 된 것 같아. 기쁘고 감사해.,5
6956,어. 그 할머니한테 밖에서 누가 기다린다고 잠깐만이라도 좀 뵙자고 전해줄래?,4
6957,건강검진 결과에서 아무이상 없다고 했는데 병원에서 더 검사해보자고 연락이 왔어. 건강에 문제가 있나 불안해졌어.,2
6958,매일같이 야근하는 것도 힘든데 나한테만 계속 일을 많이 주니까 너무 힘들고 스트레스 받아서 회사가기 싫어.,3
6959,내가 원래 귀가 좀 안좋아.,3
6960,"우리 재밌을 뻔 했는데, 좋다 말았네. 신고 취소하시겠대",4
6961,나는 우리 아이들이 무슨 일을 하든 믿고 응원해줄 예정이야.,5
6962,지만 빠져나갈려고 하는게 넘 티나 ㅋ,6
6963,배수로? 어디로 나가죠?,4
6964,속상하더라도 그런 말은 하지마!,1
6965,이번에 엠티 가서 찍은 사진인데 정말 잘나온 것 같아.,5
6966,시댁에 한 번 못 간다고 큰일이라도 나는지. 처가를 그렇게 챙겨보라지 어이가 없어.,1
6967,룸메가 청소를 안 해.,1
6968,좋은 거 아는 거 있어?,1
6969,요즘 나이가 들어서 그런지 통 기력이 없어.,3
6970,진짜 너무 속상해.,3
6971,어? 근데..,4
6972,현역군인출신 들만 존나 싫은거지 그 중에서도 듣는 놈들 있을거고,1
6973,나이도 먹고 일자리도 잃고 세상이 싫어.,3
6974,아내의 외도 이후 우리는 더 이상 아무런 대화를 하지 않아. 나는 너무 외로워.,3
6975,정말 친한 친구가 건강검진을 받았는데 대장암이래.,3
6976,저기... 저 직장 잘 다니고 있습니다.,4
6977,어릴 때 부터 나는 참 가난했어.,3
6978,정말로 감격적이었습니다.....,5
6979,당연히 화 내봤지.,1
6980,솔직히. 얼마 안 되는 건 아니죠. 두 분 합치면. 거의 오백만원 돈이잖아요.,4
6981,내가 많이 아픈데 회사가 출근을 강요해. 이건 잘못됐다고 봐.,1
6982,네일아트 하는 내 취미를 이해 안 해주고 엄마는 맨날 공부만 하라 그래서 너무 화나.,1
6983,이번 주말은 사진기 사러 가요. 같이 가 줄 수 있어요?,4
6984,연습생활할때 좌절할때도있엇게지만 다극복하고 데뷔해줘서 고마워요ㅠㅠㅠ,5
6985,난 음치예요. ,4
6986,실망해하는거 보고싶지..않어.,3
6987,친구로 지내자고 하네요,3
6988,그래. 구매할 생각이 있어. 추천 좀 해 줘봐. 그거라도 써서 없애야지.,1
6989,이런 판결도 법조계 신뢰를 떨어트리는 거다. 1,6
6990,신발?,4
6991,힘들긴요. 서장님 모시고 시경에 다녀오셨다면서요? ,4
6992,같이 공부했던 친구가 원하는 회사에 합격했다고 연락이 왔어.,0
6993,명불허전 대륙.....별일이 다일어 난다...,2
6994,아니. 전화도 안 받고 연락 안 돼.,6
6995,"하지만 자주 그런 말 하잖아? '좋아한다'의 반대말은 '무관심'이라고. 그렇다는 건, 꽤 진지하게 나에 대해서 생각해 주고 있다는 거지?",5
6996,깨기 전에 출발하세요. ,4
6997,친구한테 나쁜 말을 한 게 후회돼.,3
6998,정년퇴직을 앞두고 간암에 걸린 내 치료비 때문에 퇴직을 했어. 너무 미안해.,3
6999,회사 욕 해놨는데 이제서야 걱정됨ㅋㅋㅋㅋㅋㅋ,2
7000, 참 가능성 없는 나라 슬프다.,3
7001,놀라긴...,4
7002,응. 맨날 술이야.,4
7003,술이라… 좋네. ,4
7004,중요한 약속이라. 정말 미안해요. 아.. 내가 왜 그 약속을 까먹고 있었지? 어떡하죠? ,3
7005,응. 갑자기 아프더니 쓰러져서 응급실에 갔갔어.,2
7006, 최고의 호구는?,0
7007,응. 하던 일이 잘 안돼서 혼났어.,3
7008,오늘 아침에 남편에게 잔소리했어.,3
7009,다이나믹하네,0
7010,선수는 아니야. 내가 운동을 좋아해서 시작했어.,5
7011,이번 시험에 선생님이 말씀하신 부분에서 문제가 나왔는데 그 부분을 하나도 안 들었지 뭐야.,0
7012, 대단했어.,5
7013,거짓말.,4
7014,나라가 지는거야?,4
7015,"아니, 그러니까 추워서 벗기 싫다는 뜻이라니까.",4
7016,동창회에 가는 이유는 누가 더 잘살고 있는지 뽐내기 위함이라고 생각해.,3
7017,저번 인사 발령 때 내가 어떤 사람을 다른 부서로 보냈는데 누가 불만이 많았었다고 하네. 너무 미안해.,5
7018,셋이나요?,4
7019,요즘 집안일 때문에 온몸이 쑤시고 너무 힘들어.,0
7020,아직은... 제가 다시 알아보죠.,4
7021,퇴근한지 얼마나 됐다고 회사에서 연락 또 왔어!,1
7022,내일 일찍 일어나야 되는데 ㅠ0,2
7023,난 놀러 온 게 아니라 수행하러 온 거라니까!,4
7024,"지금 시험이 중요해, 엄마가 중요하지?! ",1
7025,"아니, 됐대도. 부탁이니깐 제발 참아줘. 나, 배탈 나기 싫거든.",4
7026,"그건, 정말 미안해. 히자만 언니도 나한테 아무 말 안했잖아! ",4
7027,고마워. 걱정해줘서. 조금이라도 아프면 병원에 가볼게.,5
7028,왜 개인 온라인 공간에 참견하는지 모르겠어.,1
7029,완전 장난은 아닌데..,4
7030,"기레기야..너만 안불편하면, 다른사람들 불편한건 생각도 못하니?",0
7031,저도 물 마시러 왔어요.,4
7032,우리 이쁜 딸 결혼은 누구보다 멋지게 해주려고 그랬는데…,4
7033,"다섯 번은 드시니 매일 드시는 거나 마찬가지지, 뭐.",3
7034,나는 뭔가 다른 사람의 눈치를 잘 보는 것 같아.,0
7035,가해자들에게 진심 어린 사과를 받을 수 있도록 선생님이 도움을 주셨어.,5
7036,요즘에 친구와 만나는 자리에 내가 계속 늦어서 친구에게 미안해.,3
7037,어. 고등학교 친구야.,4
7038,건강은 좋은데 재정이 부족해서 걱정이야.,2
7039,너 꼭 나와야 돼.,4
7040,이제 곧 내 생일인데 자식 중 누구도 얘기를 꺼내지 않아서 화가 나.,1
7041,나는 친구 직장동료 다 귀찮아. 어차피 혼자 살아가는 인생 아니겠어?,1
7042,집안에 답답하게 있는 거랑 어떻게 비굘해요?,4
7043,나한테 뭐 더 뜯어먹을 게 남았니?,6
7044,아니 밥 생각 없어. 조금 이렇게 걷다가 다음 시즌 준비해야지.,4
7045,정말 혼인신고를 한다고?,4
7046, 오늘 첨 가입한. .14살 소녀 세현이라고 해요♡,5
7047,나이가 들다 보니 조심스럽지만 비자금이 필요하다는 생각이 들어.,2
7048,감독하지말고 프론트나 전력분석팀이나 운영해라 인간아,6
7049,일본놈들은 자진반납해라,1
7050,들을라고 안 하셔.,1
7051,진짜 회사 확 관두고 싶어. 너무 짜증나.,1
7052,그럼. 함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 되어주고 있어.,5
7053,아직 젊다고 생각했는데 벌써 무릎관절이 안 좋아. 나이에 비해 건강관리가 안 되어서 부끄럽네.,0
7054, 모든대륙은 움직이고 다시 합쳐진다잖아. .,0
7055,응? 아니.,4
7056,싫어. 네가 옆에 있는 게 싫어. 어째서 사람처럼 된다고 해도 네 실체는 구미호잖아. 모르는 사람이야 너를 사람으로 대하겠지만 내 눈에는 그렇게 안보여. ,3
7057,"그거 참, 고생이겠구나.",4
7058," 질 밖에 사정을 하긴 했지만, 오늘이 여자친구 가임기 여서 너무 걱정됩니다.",2
7059,잘가요.. 비리 패밀리들..,6
7060,아냐 아냐. 남자야. 대학생 이랬던가 대학원생이래.,4
7061,"그래서, 가방 안에 있는 돈은 다 해서 얼마였어?",4
7062,일이 너무 많아서 스트레스받네.,1
7063,생계형 제외하면 하나마나,6
7064,나 최근에 면접 본 회사가 세 곳인데 왠지 다 붙을 것 같아. 이번에는 자신 있어!,5
7065,오늘 친구를 만나기로 했는데 바람 맞았어.,0
7066,점심을 제대로 먹지 못해서 배가 고파.,0
7067,나 진짜 어떻게 해야할지 모르겠어 온 정신이 마비된것 같아.,3
7068,하긴 그래. 너는 특히 부자연스럽고 말이야.,4
7069,유치하지 그럼! 누가 생일 뽀뽀를 볼에다 하냐구. 내가 애야? 그러지 말고 제대로 좀 해봐요. 뽀뽀 할 줄 모르나?,4
7070,알겠어 나도 얼른 슬럼프가 지나갔으면 좋겠다.	,4
7071,뭐야 이건. 이거 내일 숙제야?,4
7072,선생님이 예고도 없이 오늘 우리 집에 방문한다고 해. 집도 치워놓지 않았는데 너무 갑작스러운 방문이라 혼란스러워.,2
7073,글구 아기 스픈도 긴거 있다고 하는데스픈도 중요한거 같은데 어떤걸 구입해야되죠??,2
7074,요즘 집에 들어가기가 싫어.,2
7075,뭔가 좀 이상해. 머리가 혼란스러워.,2
7076,나는 주말에 쉬고 싶은데 언니가 만날 친구들 데려와서 떠들어서 짜증 나.,1
7077,그런 곳이라면 다시 발붙일 생각도 없습니다.,4
7078,글쎄 내 친구랑 바람을 피웠지 뭐야.,3
7079,요새 아주 아침이 거뜬한 게 아주 좋아.,5
7080,동창이 당뇨로 한쪽 발을 잘랐는데 걱정과 다르게 건강해.,5
7081,친구가 너무 싫어.,3
7082,싁발라마 너도 닭그네년이랑 같이 하야해,6
7083,축농증 때문에 노인정에서 김 씨와 싸웠는데 대뜸 나보고 나가래.,3
7084,알았어. 화내지 마. 그렇게 할게.,6
7085, 온 국민이 널 찢어버릴 준비를 하고있다.,1
7086,그래. 산책을 하면서 기분전환도 하고 몸과 마음을 좀 편하게 가져야 할 것 같아.,4
7087,너무이쁜가족이네,5
7088,아 어떡하죠..,2
7089,아침까지는 가방에 분명히 있었는데 지금 보니까 없어요.,4
7090,엥? 음 국내도 나쁘지 않지?,5
7091,보면 5~6000 천이 우습게 나오던데 뭐하시는분들이신지 ㄷㄷㄷ,0
7092,우리 부부는 집 한 채의 재산도 없어. 앞날이 막막하고 우울해.,3
7093,응. 저금통도 봤는데 하나도 없어.,3
7094,그렇지 못한 현실에 너무 힘이 드네요.....,3
7095,그 사건 뿐만이 아닙니다. 다른 미제사건도 똑같아요. 다들 바쁘고 시간없다고 대충대충..  ,4
7096,웬만하면 협상 테이블에 앉으시지요. 너무 단단하면 부러집니다.,4
7097,자기...요새 좀 이상해 진거 알아?,4
7098,거센바람이 몰아치고 결국 침몰할것이다,4
7099,이건 솔직히 도끼잘못 인정...,4
7100,좋은 의견인 것 같아.,3
7101,그렇다고 페브리즈뿌렸더니 상황악화된게 더 고민0,3
7102,나 축하해줘! 아주 기분 좋은 일이 있었어.,5
7103,요즘 나만 힘든 것 같아서 화가 나.,1
7104,헐..지딸인가..?,0
7105,뉴스가 벌써 끝났네.,4
7106,어제 직장동료가 술 한잔하자고 했는데 숙취가 걱정돼서 거절했어.,2
7107, 어떤 방법으로도 해결이 되지 않아 부모형제와의 인연을 잠시 접어두었습니다...,3
7108,오늘 선생님께서 여럿이서 한 명을 괴롭히는 게 부끄러운 일인 줄 알라고 훈계하셔서 우리 모두 숙연해졌었어.,0
7109,회사가 비자금 문제로 티브이 뉴스 속보에 크게 보도되고 있어.,0
7110,그래요? 어디로 가면 돼요?,4
7111,결혼 준비가 너무 성가셔. 준비할 게 많고 복잡해.,1
7112,ㄷ.ㄷ... 약물이 이렇게 위대합니다.,2
7113,여자친구가 나를 오해해.,3
7114,머리를 했다치자..,0
